,Date,Season,Home,Away,Home Win By (Vegas)
2950,2019-02-28,2018,Orlando,GoldenState,-4.5
2951,2019-03-08,2018,Orlando,Dallas,7
2952,2019-03-14,2018,Orlando,Cleveland,8.5
2953,2019-03-17,2018,Orlando,Atlanta,9
2954,2019-03-20,2018,Orlando,NewOrleans,9.5
2955,2019-03-22,2018,Orlando,Memphis,10.5
2956,2019-03-25,2018,Orlando,Philadelphia,2
2957,2019-04-03,2018,Orlando,NewYork,13
2958,2019-04-05,2018,Orlando,Atlanta,9
2959,2018-10-18,2018,Philadelphia,Chicago,12.5
2960,2018-10-20,2018,Philadelphia,Orlando,12.5
2961,2018-10-27,2018,Philadelphia,Charlotte,7
2962,2018-10-29,2018,Philadelphia,Atlanta,11
2963,2018-11-01,2018,Philadelphia,LAClippers,5.5
2964,2018-11-03,2018,Philadelphia,Detroit,7.5
2965,2018-11-09,2018,Philadelphia,Charlotte,5.5
2966,2018-11-16,2018,Philadelphia,Utah,2.5
2967,2018-11-19,2018,Philadelphia,Phoenix,11
2968,2018-11-21,2018,Philadelphia,NewOrleans,3.5
2969,2018-11-23,2018,Philadelphia,Cleveland,13
2970,2018-11-28,2018,Philadelphia,NewYork,12.5
2971,2018-11-30,2018,Philadelphia,Washington,8.5
2972,2018-12-02,2018,Philadelphia,Memphis,6.5
2973,2018-12-10,2018,Philadelphia,Detroit,11.5
2974,2018-12-12,2018,Philadelphia,Brooklyn,6
2975,2018-12-14,2018,Philadelphia,Indiana,3
2976,2018-12-19,2018,Philadelphia,NewYork,12.5
2977,2018-12-22,2018,Philadelphia,Toronto,8
2978,2019-01-05,2018,Philadelphia,Dallas,6.5
2979,2019-01-08,2018,Philadelphia,Washington,8.5
2980,2019-01-11,2018,Philadelphia,Atlanta,10.5
2981,2019-01-15,2018,Philadelphia,Minnesota,6.5
2982,2019-01-19,2018,Philadelphia,OklahomaCity,3.5
2983,2019-01-21,2018,Philadelphia,Houston,4.5
2984,2019-01-23,2018,Philadelphia,SanAntonio,3
2985,2019-02-05,2018,Philadelphia,Toronto,2
2986,2019-02-08,2018,Philadelphia,Denver,6.5
2987,2019-02-10,2018,Philadelphia,LALakers,7.5
2988,2019-02-12,2018,Philadelphia,Boston,7
2989,2019-02-21,2018,Philadelphia,Miami,5.5
2990,2019-02-23,2018,Philadelphia,Portland,2
2991,2019-03-02,2018,Philadelphia,GoldenState,-5
2992,2019-03-05,2018,Philadelphia,Orlando,4
2993,2019-03-10,2018,Philadelphia,Indiana,6.5
2994,2019-03-12,2018,Philadelphia,Cleveland,15
2995,2019-03-15,2018,Philadelphia,Sacramento,11
2996,2019-03-20,2018,Philadelphia,Boston,3.5
2997,2019-03-28,2018,Philadelphia,Brooklyn,7
2998,2019-04-04,2018,Philadelphia,Milwaukee,-4
2999,2019-04-10,2018,Philadelphia,Chicago,6
3000,2018-10-17,2018,Phoenix,Dallas,-2.5
3001,2018-10-24,2018,Phoenix,LALakers,-5.5
3002,2018-10-31,2018,Phoenix,SanAntonio,-6.5
3003,2018-11-02,2018,Phoenix,Toronto,-10
3004,2018-11-04,2018,Phoenix,Memphis,-4
3005,2018-11-06,2018,Phoenix,Brooklyn,-2.5
3006,2018-11-08,2018,Phoenix,Boston,-9.5
3007,2018-11-14,2018,Phoenix,SanAntonio,-6
3008,2018-11-17,2018,Phoenix,OklahomaCity,-4.5
3009,2018-11-27,2018,Phoenix,Indiana,-2.5
3010,2018-11-30,2018,Phoenix,Orlando,-4.5
3011,2018-12-04,2018,Phoenix,Sacramento,-5.5
3012,2018-12-07,2018,Phoenix,Miami,-8.5
3013,2018-12-10,2018,Phoenix,LAClippers,-9.5
3014,2018-12-13,2018,Phoenix,Dallas,-6
3015,2018-12-15,2018,Phoenix,Minnesota,-7.5
3016,2018-12-28,2018,Phoenix,OklahomaCity,-4.5
3017,2018-12-29,2018,Phoenix,Denver,-5
3018,2018-12-31,2018,Phoenix,GoldenState,-10
3019,2019-01-02,2018,Phoenix,Philadelphia,-3.5
3020,2019-01-04,2018,Phoenix,LAClippers,-4.5
3021,2019-01-06,2018,Phoenix,Charlotte,1.5
3022,2019-01-08,2018,Phoenix,Sacramento,-4
3023,2019-01-12,2018,Phoenix,Denver,-9
3024,2019-01-22,2018,Phoenix,Minnesota,-4
3025,2019-01-24,2018,Phoenix,Portland,-8.5
3026,2019-02-02,2018,Phoenix,Atlanta,2
3027,2019-02-04,2018,Phoenix,Houston,-8.5
3028,2019-02-08,2018,Phoenix,GoldenState,-17
3029,2019-03-01,2018,Phoenix,NewOrleans,-4.5
3030,2019-03-02,2018,Phoenix,LALakers,-7
3031,2019-03-04,2018,Phoenix,Milwaukee,-13.5
3032,2019-03-06,2018,Phoenix,NewYork,3.5
3033,2019-03-13,2018,Phoenix,Utah,-8.5
3034,2019-03-18,2018,Phoenix,Chicago,2.5
3035,2019-03-21,2018,Phoenix,Detroit,-7
3036,2019-03-27,2018,Phoenix,Washington,-1
3037,2019-03-30,2018,Phoenix,Memphis,-2.5
3038,2019-04-01,2018,Phoenix,Cleveland,2
3039,2019-04-03,2018,Phoenix,Utah,-10.5
3040,2019-04-05,2018,Phoenix,NewOrleans,-2.5
3041,2018-10-18,2018,Portland,LALakers,3
3042,2018-10-20,2018,Portland,SanAntonio,5
3043,2018-10-22,2018,Portland,Washington,4.5
3044,2018-11-01,2018,Portland,NewOrleans,8
3045,2018-11-03,2018,Portland,LALakers,3.5
3046,2018-11-04,2018,Portland,Minnesota,6
3047,2018-11-06,2018,Portland,Milwaukee,-2
3048,2018-11-08,2018,Portland,LAClippers,5
3049,2018-11-11,2018,Portland,Boston,2
3050,2018-11-25,2018,Portland,LAClippers,4
3051,2018-11-28,2018,Portland,Orlando,10
3052,2018-11-30,2018,Portland,Denver,1.5
3053,2018-12-06,2018,Portland,Phoenix,13
3054,2018-12-08,2018,Portland,Minnesota,3.5
3055,2018-12-14,2018,Portland,Toronto,-1.5
3056,2018-12-19,2018,Portland,Memphis,5.5
3057,2018-12-21,2018,Portland,Utah,1
3058,2018-12-23,2018,Portland,Dallas,7.5
3059,2018-12-29,2018,Portland,GoldenState,-5.5
3060,2018-12-30,2018,Portland,Philadelphia,3
3061,2019-01-04,2018,Portland,OklahomaCity,pk
3062,2019-01-05,2018,Portland,Houston,2
3063,2019-01-07,2018,Portland,NewYork,11
3064,2019-01-09,2018,Portland,Chicago,10
3065,2019-01-11,2018,Portland,Charlotte,6.5
3066,2019-01-16,2018,Portland,Cleveland,14
3067,2019-01-18,2018,Portland,NewOrleans,3
3068,2019-01-26,2018,Portland,Atlanta,8.5
3069,2019-01-30,2018,Portland,Utah,-2
3070,2019-02-05,2018,Portland,Miami,7.5
3071,2019-02-07,2018,Portland,SanAntonio,6
3072,2019-02-13,2018,Portland,GoldenState,-2
3073,2019-03-07,2018,Portland,OklahomaCity,3.5
3074,2019-03-09,2018,Portland,Phoenix,12.5
3075,2019-03-18,2018,Portland,Indiana,5
3076,2019-03-20,2018,Portland,Dallas,10
3077,2019-03-23,2018,Portland,Detroit,5.5
3078,2019-03-25,2018,Portland,Brooklyn,6
3079,2019-04-03,2018,Portland,Memphis,10.5
3080,2019-04-07,2018,Portland,Denver,8.5
3081,2019-04-10,2018,Portland,Sacramento,3
3082,2018-10-17,2018,Sacramento,Utah,-8.5
3083,2018-10-24,2018,Sacramento,Memphis,-2.5
3084,2018-10-26,2018,Sacramento,Washington,-5.5
3085,2018-11-07,2018,Sacramento,Toronto,-9
3086,2018-11-09,2018,Sacramento,Minnesota,-2
3087,2018-11-10,2018,Sacramento,LALakers,-5.5
3088,2018-11-12,2018,Sacramento,SanAntonio,-2.5
3089,2018-11-19,2018,Sacramento,OklahomaCity,-5
3090,2018-11-25,2018,Sacramento,Utah,-4
3091,2018-11-29,2018,Sacramento,LAClippers,-2
3092,2018-12-01,2018,Sacramento,Indiana,-1.5
3093,2018-12-12,2018,Sacramento,Minnesota,-3
3094,2018-12-14,2018,Sacramento,GoldenState,-7
3095,2018-12-19,2018,Sacramento,OklahomaCity,-4.5
3096,2018-12-21,2018,Sacramento,Memphis,2
3097,2018-12-23,2018,Sacramento,NewOrleans,-1
3098,2018-12-27,2018,Sacramento,LALakers,4.5
3099,2019-01-01,2018,Sacramento,Portland,-1
3100,2019-01-03,2018,Sacramento,Denver,-3.5
3101,2019-01-05,2018,Sacramento,GoldenState,-8
3102,2019-01-07,2018,Sacramento,Orlando,4.5
3103,2019-01-10,2018,Sacramento,Detroit,8
3104,2019-01-12,2018,Sacramento,Charlotte,6
3105,2019-01-14,2018,Sacramento,Portland,2
3106,2019-01-30,2018,Sacramento,Atlanta,5
3107,2019-02-02,2018,Sacramento,Philadelphia,-3
3108,2019-02-04,2018,Sacramento,SanAntonio,-2
3109,2019-02-06,2018,Sacramento,Houston,-4
3110,2019-02-08,2018,Sacramento,Miami,3.5
3111,2019-02-10,2018,Sacramento,Phoenix,9
3112,2019-02-27,2018,Sacramento,Milwaukee,-6.5
3113,2019-03-01,2018,Sacramento,LAClippers,3
3114,2019-03-04,2018,Sacramento,NewYork,11
3115,2019-03-06,2018,Sacramento,Boston,-2
3116,2019-03-17,2018,Sacramento,Chicago,6.5
3117,2019-03-19,2018,Sacramento,Brooklyn,3.5
3118,2019-03-21,2018,Sacramento,Dallas,9
3119,2019-03-23,2018,Sacramento,Phoenix,10.5
3120,2019-04-02,2018,Sacramento,Houston,-5.5
3121,2019-04-04,2018,Sacramento,Cleveland,10
3122,2019-04-07,2018,Sacramento,NewOrleans,11.5
3123,2018-10-17,2018,SanAntonio,Minnesota,2.5
3124,2018-10-24,2018,SanAntonio,Indiana,1.5
3125,2018-10-27,2018,SanAntonio,LALakers,-1
3126,2018-10-29,2018,SanAntonio,Dallas,7
3127,2018-11-03,2018,SanAntonio,NewOrleans,2
3128,2018-11-04,2018,SanAntonio,Orlando,7.5
3129,2018-11-10,2018,SanAntonio,Houston,-3.5
3130,2018-11-18,2018,SanAntonio,GoldenState,3
3131,2018-11-21,2018,SanAntonio,Memphis,3
3132,2018-11-30,2018,SanAntonio,Houston,-3.5
3133,2018-12-02,2018,SanAntonio,Portland,pk
3134,2018-12-07,2018,SanAntonio,LALakers,-1
3135,2018-12-09,2018,SanAntonio,Utah,-4
3136,2018-12-11,2018,SanAntonio,Phoenix,12.5
3137,2018-12-13,2018,SanAntonio,LAClippers,3
3138,2018-12-15,2018,SanAntonio,Chicago,9.5
3139,2018-12-17,2018,SanAntonio,Philadelphia,1
3140,2018-12-21,2018,SanAntonio,Minnesota,4
3141,2018-12-26,2018,SanAntonio,Denver,4
3142,2018-12-31,2018,SanAntonio,Boston,-1.5
3143,2019-01-03,2018,SanAntonio,Toronto,3.5
3144,2019-01-05,2018,SanAntonio,Memphis,8.5
3145,2019-01-10,2018,SanAntonio,OklahomaCity,-1.5
3146,2019-01-14,2018,SanAntonio,Charlotte,7.5
3147,2019-01-20,2018,SanAntonio,LAClippers,9.5
3148,2019-01-27,2018,SanAntonio,Washington,4
3149,2019-01-29,2018,SanAntonio,Phoenix,13.5
3150,2019-01-31,2018,SanAntonio,Brooklyn,8
3151,2019-02-02,2018,SanAntonio,NewOrleans,10.5
3152,2019-02-27,2018,SanAntonio,Detroit,4
3153,2019-03-02,2018,SanAntonio,OklahomaCity,5
3154,2019-03-04,2018,SanAntonio,Denver,1.5
3155,2019-03-10,2018,SanAntonio,Milwaukee,-2
3156,2019-03-15,2018,SanAntonio,NewYork,13.5
3157,2019-03-16,2018,SanAntonio,Portland,2.5
3158,2019-03-18,2018,SanAntonio,GoldenState,-3
3159,2019-03-20,2018,SanAntonio,Miami,5.5
3160,2019-03-28,2018,SanAntonio,Cleveland,12
3161,2019-03-31,2018,SanAntonio,Sacramento,10.5
3162,2019-04-02,2018,SanAntonio,Atlanta,11
3163,2019-04-10,2018,SanAntonio,Dallas,14.5
3164,2018-10-17,2018,Toronto,Cleveland,12.5
3165,2018-10-19,2018,Toronto,Boston,3
3166,2018-10-22,2018,Toronto,Charlotte,8.5
3167,2018-10-24,2018,Toronto,Minnesota,8.5
3168,2018-10-26,2018,Toronto,Dallas,11.5
3169,2018-10-30,2018,Toronto,Philadelphia,6
3170,2018-11-10,2018,Toronto,NewYork,14.5
3171,2018-11-12,2018,Toronto,NewOrleans,10
3172,2018-11-14,2018,Toronto,Detroit,9.5
3173,2018-11-23,2018,Toronto,Washington,10.5
3174,2018-11-25,2018,Toronto,Miami,12
3175,2018-11-29,2018,Toronto,GoldenState,9.5
3176,2018-12-03,2018,Toronto,Denver,7
3177,2018-12-05,2018,Toronto,Philadelphia,6.5
3178,2018-12-09,2018,Toronto,Milwaukee,5
3179,2018-12-19,2018,Toronto,Indiana,4.5
3180,2018-12-21,2018,Toronto,Cleveland,11.5
3181,2018-12-30,2018,Toronto,Chicago,11
3182,2019-01-01,2018,Toronto,Utah,1
3183,2019-01-06,2018,Toronto,Indiana,pk
3184,2019-01-08,2018,Toronto,Atlanta,13.5
3185,2019-01-11,2018,Toronto,Brooklyn,10
3186,2019-01-17,2018,Toronto,Phoenix,9
3187,2019-01-19,2018,Toronto,Memphis,10.5
3188,2019-01-22,2018,Toronto,Sacramento,11
3189,2019-01-31,2018,Toronto,Milwaukee,2.5
3190,2019-02-03,2018,Toronto,LAClippers,9.5
3191,2019-02-11,2018,Toronto,Brooklyn,10
3192,2019-02-13,2018,Toronto,Washington,9.5
3193,2019-02-22,2018,Toronto,SanAntonio,8
3194,2019-02-24,2018,Toronto,Orlando,7
3195,2019-02-26,2018,Toronto,Boston,3.5
3196,2019-03-01,2018,Toronto,Portland,5
3197,2019-03-05,2018,Toronto,Houston,3.5
3198,2019-03-14,2018,Toronto,LALakers,7
3199,2019-03-18,2018,Toronto,NewYork,12.5
3200,2019-03-22,2018,Toronto,OklahomaCity,2
3201,2019-03-24,2018,Toronto,Charlotte,11.5
3202,2019-03-26,2018,Toronto,Chicago,14.5
3203,2019-04-01,2018,Toronto,Orlando,6.5
3204,2019-04-07,2018,Toronto,Miami,5.5
3205,2018-10-19,2018,Utah,GoldenState,-2.5
3206,2018-10-22,2018,Utah,Memphis,11
3207,2018-11-02,2018,Utah,Memphis,8
3208,2018-11-05,2018,Utah,Toronto,3
3209,2018-11-07,2018,Utah,Dallas,9.5
3210,2018-11-09,2018,Utah,Boston,6
3211,2018-11-21,2018,Utah,Sacramento,9.5
3212,2018-11-26,2018,Utah,Indiana,4.5
3213,2018-12-04,2018,Utah,SanAntonio,8
3214,2018-12-06,2018,Utah,Houston,1.5
3215,2018-12-12,2018,Utah,Miami,8.5
3216,2018-12-19,2018,Utah,GoldenState,-2
3217,2018-12-22,2018,Utah,OklahomaCity,2
3218,2018-12-25,2018,Utah,Portland,7
3219,2018-12-27,2018,Utah,Philadelphia,4.5
3220,2018-12-29,2018,Utah,NewYork,12
3221,2019-01-09,2018,Utah,Orlando,9.5
3222,2019-01-11,2018,Utah,LALakers,8.5
3223,2019-01-12,2018,Utah,Chicago,12
3224,2019-01-14,2018,Utah,Detroit,7.5
3225,2019-01-18,2018,Utah,Cleveland,15.5
3226,2019-01-21,2018,Utah,Portland,5
3227,2019-01-23,2018,Utah,Denver,4
3228,2019-01-25,2018,Utah,Minnesota,10.5
3229,2019-02-01,2018,Utah,Atlanta,12
3230,2019-02-02,2018,Utah,Houston,7
3231,2019-02-06,2018,Utah,Phoenix,15
3232,2019-02-09,2018,Utah,SanAntonio,8
3233,2019-02-23,2018,Utah,Dallas,11.5
3234,2019-02-27,2018,Utah,LAClippers,10
3235,2019-03-02,2018,Utah,Milwaukee,5
3236,2019-03-04,2018,Utah,NewOrleans,9.5
3237,2019-03-11,2018,Utah,OklahomaCity,4
3238,2019-03-14,2018,Utah,Minnesota,9
3239,2019-03-16,2018,Utah,Brooklyn,9
3240,2019-03-25,2018,Utah,Phoenix,14
3241,2019-03-27,2018,Utah,LALakers,16
3242,2019-03-29,2018,Utah,Washington,13
3243,2019-04-01,2018,Utah,Charlotte,11
3244,2019-04-05,2018,Utah,Sacramento,10
3245,2019-04-09,2018,Utah,Denver,2
3246,2018-10-18,2018,Washington,Miami,6
3247,2018-10-20,2018,Washington,Toronto,2
3248,2018-11-02,2018,Washington,OklahomaCity,3.5
3249,2018-11-04,2018,Washington,NewYork,6.5
3250,2018-11-12,2018,Washington,Orlando,7.5
3251,2018-11-14,2018,Washington,Cleveland,12.5
3252,2018-11-16,2018,Washington,Brooklyn,6
3253,2018-11-18,2018,Washington,Portland,-1.5
3254,2018-11-20,2018,Washington,LAClippers,pk
3255,2018-11-24,2018,Washington,NewOrleans,3.5
3256,2018-11-26,2018,Washington,Houston,1.5
3257,2018-12-01,2018,Washington,Brooklyn,6.5
3258,2018-12-12,2018,Washington,Boston,-3.5
3259,2018-12-16,2018,Washington,LALakers,-3
3260,2018-12-22,2018,Washington,Phoenix,5
3261,2018-12-28,2018,Washington,Chicago,4.5
3262,2018-12-29,2018,Washington,Charlotte,-3.5
3263,2019-01-02,2018,Washington,Atlanta,6
3264,2019-01-09,2018,Washington,Philadelphia,-3.5
3265,2019-01-11,2018,Washington,Milwaukee,-2
3266,2019-01-13,2018,Washington,Toronto,-5
3267,2019-01-17,2018,Washington,Washington,0
3268,2019-01-21,2018,Washington,Detroit,5.5
3269,2019-01-24,2018,Washington,GoldenState,-9.5
3270,2019-01-30,2018,Washington,Indiana,-1
3271,2019-02-02,2018,Washington,Milwaukee,-6
3272,2019-02-04,2018,Washington,Atlanta,7
3273,2019-02-08,2018,Washington,Cleveland,10
3274,2019-02-23,2018,Washington,Indiana,pk
3275,2019-03-03,2018,Washington,Minnesota,240.5
3276,2019-03-06,2018,Washington,Dallas,5.5
3277,2019-03-11,2018,Washington,Sacramento,2
3278,2019-03-13,2018,Washington,Orlando,2
3279,2019-03-15,2018,Washington,Charlotte,3
3280,2019-03-16,2018,Washington,Memphis,1.5
3281,2019-03-18,2018,Washington,Utah,-5.5
3282,2019-03-21,2018,Washington,Denver,-8.5
3283,2019-03-23,2018,Washington,Miami,1
3284,2019-04-03,2018,Washington,Chicago,9.5
3285,2019-04-05,2018,Washington,SanAntonio,-7
3286,2019-04-09,2018,Washington,Boston,5
3287,2017-10-27,2017,Atlanta,Denver,-7
3288,2017-10-29,2017,Atlanta,Milwaukee,-6
3289,2017-11-03,2017,Atlanta,Houston,-9
3290,2017-11-06,2017,Atlanta,Boston,-7.5
3291,2017-11-15,2017,Atlanta,Sacramento,4.5
3292,2017-11-18,2017,Atlanta,Boston,-6
3293,2017-11-22,2017,Atlanta,LAClippers,-3
3294,2017-11-24,2017,Atlanta,NewYork,1
3295,2017-11-25,2017,Atlanta,Toronto,-6.5
3296,2017-11-30,2017,Atlanta,Cleveland,-7.5
3297,2017-12-04,2017,Atlanta,Brooklyn,1
3298,2017-12-09,2017,Atlanta,Orlando,5.5
3299,2017-12-14,2017,Atlanta,Detroit,-4
3300,2017-12-18,2017,Atlanta,Miami,1.5
3301,2017-12-20,2017,Atlanta,Indiana,-5
3302,2017-12-23,2017,Atlanta,Dallas,-1.5
3303,2017-12-27,2017,Atlanta,Washington,-5.5
3304,2017-12-30,2017,Atlanta,Portland,-2
3305,2018-01-12,2017,Atlanta,Brooklyn,2.5
3306,2018-01-15,2017,Atlanta,SanAntonio,-5.5
3307,2018-01-17,2017,Atlanta,NewOrleans,-2.5
3308,2018-01-20,2017,Atlanta,Chicago,2
3309,2018-01-22,2017,Atlanta,Utah,-2.5
3310,2018-01-24,2017,Atlanta,Toronto,-6.5
3311,2018-01-27,2017,Atlanta,Washington,-3.5
3312,2018-01-29,2017,Atlanta,Minnesota,-6.5
3313,2018-01-31,2017,Atlanta,Charlotte,-2.5
3314,2018-02-06,2017,Atlanta,Memphis,3.5
3315,2018-02-09,2017,Atlanta,Cleveland,-2
3316,2018-02-11,2017,Atlanta,Detroit,-3.5
3317,2018-02-26,2017,Atlanta,LALakers,-2
3318,2018-02-28,2017,Atlanta,Indiana,-4
3319,2018-03-02,2017,Atlanta,GoldenState,-13
3320,2018-03-04,2017,Atlanta,Phoenix,1.5
3321,2018-03-11,2017,Atlanta,Chicago,2
3322,2018-03-13,2017,Atlanta,OklahomaCity,-6
3323,2018-03-15,2017,Atlanta,Charlotte,-6
3324,2018-03-30,2017,Atlanta,Philadelphia,-7.5
3325,2018-04-01,2017,Atlanta,Orlando,2
3326,2018-04-04,2017,Atlanta,Miami,-7
3327,2018-04-10,2017,Atlanta,Philadelphia,-10
3328,2017-10-18,2017,Boston,Milwaukee,1.5
3329,2017-10-24,2017,Boston,NewYork,7
3330,2017-10-30,2017,Boston,SanAntonio,3.5
3331,2017-11-01,2017,Boston,Sacramento,11.5
3332,2017-11-08,2017,Boston,LALakers,6.5
3333,2017-11-10,2017,Boston,Charlotte,2.5
3334,2017-11-12,2017,Boston,Toronto,-3.5
3335,2017-11-16,2017,Boston,GoldenState,-7
3336,2017-11-24,2017,Boston,Orlando,6.5
3337,2017-11-27,2017,Boston,Detroit,6
3338,2017-11-30,2017,Boston,Philadelphia,8
3339,2017-12-02,2017,Boston,Phoenix,12
3340,2017-12-04,2017,Boston,Milwaukee,5
3341,2017-12-06,2017,Boston,Dallas,7.5
3342,2017-12-13,2017,Boston,Denver,6
3343,2017-12-15,2017,Boston,Utah,4.5
3344,2017-12-20,2017,Boston,Miami,9
3345,2017-12-23,2017,Boston,Chicago,8
3346,2017-12-25,2017,Boston,Washington,4
3347,2017-12-28,2017,Boston,Houston,-1.5
3348,2017-12-31,2017,Boston,Brooklyn,9.5
3349,2018-01-03,2017,Boston,Cleveland,3
3350,2018-01-05,2017,Boston,Minnesota,3.5
3351,2018-01-16,2017,Boston,NewOrleans,5.5
3352,2018-01-18,2017,Boston,Philadelphia,3
3353,2018-01-21,2017,Boston,Orlando,10.5
3354,2018-01-31,2017,Boston,NewYork,5.5
3355,2018-02-02,2017,Boston,Atlanta,7
3356,2018-02-04,2017,Boston,Portland,-1.5
3357,2018-02-09,2017,Boston,Indiana,4
3358,2018-02-11,2017,Boston,Cleveland,4.5
3359,2018-02-14,2017,Boston,LAClippers,5
3360,2018-02-26,2017,Boston,Memphis,11.5
3361,2018-02-28,2017,Boston,Charlotte,7.5
3362,2018-03-11,2017,Boston,Indiana,4.5
3363,2018-03-14,2017,Boston,Washington,-4
3364,2018-03-20,2017,Boston,OklahomaCity,-5
3365,2018-03-31,2017,Boston,Toronto,-4.5
3366,2018-04-06,2017,Boston,Chicago,7
3367,2018-04-08,2017,Boston,Atlanta,9.5
3368,2018-04-11,2017,Boston,Brooklyn,-4.5
3369,2017-10-20,2017,Brooklyn,Orlando,2
3370,2017-10-22,2017,Brooklyn,Atlanta,1
3371,2017-10-25,2017,Brooklyn,Cleveland,-8
3372,2017-10-29,2017,Brooklyn,Denver,-5.5
3373,2017-10-31,2017,Brooklyn,Phoenix,4.5
3374,2017-11-14,2017,Brooklyn,Boston,-6.5
3375,2017-11-17,2017,Brooklyn,Utah,2
3376,2017-11-19,2017,Brooklyn,GoldenState,-11.5
3377,2017-11-24,2017,Brooklyn,Portland,-4.5
3378,2017-12-02,2017,Brooklyn,Atlanta,4.5
3379,2017-12-07,2017,Brooklyn,OklahomaCity,-7
3380,2017-12-09,2017,Brooklyn,Miami,-2.5
3381,2017-12-12,2017,Brooklyn,Washington,-3
3382,2017-12-14,2017,Brooklyn,NewYork,1.5
3383,2017-12-17,2017,Brooklyn,Indiana,-3.5
3384,2017-12-20,2017,Brooklyn,Sacramento,5.5
3385,2017-12-22,2017,Brooklyn,Washington,-6.5
3386,2018-01-01,2017,Brooklyn,Orlando,1.5
3387,2018-01-03,2017,Brooklyn,Minnesota,-6
3388,2018-01-06,2017,Brooklyn,Boston,-3
3389,2018-01-08,2017,Brooklyn,Toronto,-7.5
3390,2018-01-10,2017,Brooklyn,Detroit,-2
3391,2018-01-15,2017,Brooklyn,NewYork,3.5
3392,2018-01-17,2017,Brooklyn,SanAntonio,-5
3393,2018-01-19,2017,Brooklyn,Miami,-3.5
3394,2018-01-31,2017,Brooklyn,Philadelphia,-8
3395,2018-02-02,2017,Brooklyn,LALakers,1
3396,2018-02-04,2017,Brooklyn,Milwaukee,-5
3397,2018-02-06,2017,Brooklyn,Houston,-11.5
3398,2018-02-10,2017,Brooklyn,NewOrleans,-2.5
3399,2018-02-12,2017,Brooklyn,LAClippers,-4.5
3400,2018-02-14,2017,Brooklyn,Indiana,-3.5
3401,2018-02-26,2017,Brooklyn,Chicago,4.5
3402,2018-03-11,2017,Brooklyn,Philadelphia,-5.5
3403,2018-03-13,2017,Brooklyn,Toronto,-9
3404,2018-03-17,2017,Brooklyn,Dallas,4.5
3405,2018-03-19,2017,Brooklyn,Memphis,8
3406,2018-03-21,2017,Brooklyn,Charlotte,-1
3407,2018-03-25,2017,Brooklyn,Cleveland,-7
3408,2018-04-01,2017,Brooklyn,Detroit,-1
3409,2018-04-09,2017,Brooklyn,Chicago,6.5
3410,2017-10-20,2017,Charlotte,Atlanta,4.5
3411,2017-10-25,2017,Charlotte,Denver,-2.5
3412,2017-10-27,2017,Charlotte,Houston,-2.5
3413,2017-10-29,2017,Charlotte,Orlando,4
3414,2017-11-01,2017,Charlotte,Milwaukee,4
3415,2017-11-15,2017,Charlotte,Cleveland,pk
3416,2017-11-18,2017,Charlotte,LAClippers,5
3417,2017-11-20,2017,Charlotte,Minnesota,2.5
3418,2017-11-22,2017,Charlotte,Washington,3
3419,2017-11-25,2017,Charlotte,SanAntonio,1.5
3420,2017-12-04,2017,Charlotte,Orlando,7.5
3421,2017-12-06,2017,Charlotte,GoldenState,-4
3422,2017-12-08,2017,Charlotte,Chicago,9.5
3423,2017-12-09,2017,Charlotte,LALakers,3.5
3424,2017-12-15,2017,Charlotte,Miami,5
3425,2017-12-16,2017,Charlotte,Portland,3.5
3426,2017-12-18,2017,Charlotte,NewYork,8
3427,2017-12-20,2017,Charlotte,Toronto,-2
3428,2017-12-23,2017,Charlotte,Milwaukee,4.5
3429,2017-12-27,2017,Charlotte,Boston,-1
3430,2018-01-10,2017,Charlotte,Dallas,6.5
3431,2018-01-12,2017,Charlotte,Utah,4.5
3432,2018-01-13,2017,Charlotte,OklahomaCity,-2
3433,2018-01-17,2017,Charlotte,Washington,1.5
3434,2018-01-20,2017,Charlotte,Miami,7
3435,2018-01-22,2017,Charlotte,Sacramento,10.5
3436,2018-01-24,2017,Charlotte,NewOrleans,2.5
3437,2018-01-26,2017,Charlotte,Atlanta,7
3438,2018-02-02,2017,Charlotte,Indiana,3.5
3439,2018-02-11,2017,Charlotte,Toronto,-3.5
3440,2018-02-22,2017,Charlotte,Brooklyn,8.5
3441,2018-02-25,2017,Charlotte,Detroit,4.5
3442,2018-02-27,2017,Charlotte,Chicago,11.5
3443,2018-03-06,2017,Charlotte,Philadelphia,-2
3444,2018-03-08,2017,Charlotte,Brooklyn,7.5
3445,2018-03-10,2017,Charlotte,Phoenix,13
3446,2018-03-22,2017,Charlotte,Memphis,8
3447,2018-03-26,2017,Charlotte,NewYork,11
3448,2018-03-28,2017,Charlotte,Cleveland,1.5
3449,2018-04-01,2017,Charlotte,Philadelphia,-2.5
3450,2018-04-08,2017,Charlotte,Indiana,1
3451,2017-10-21,2017,Chicago,SanAntonio,-10
3452,2017-10-26,2017,Chicago,Atlanta,2
3453,2017-10-28,2017,Chicago,OklahomaCity,-8.5
3454,2017-11-04,2017,Chicago,NewOrleans,-5.5
3455,2017-11-10,2017,Chicago,Indiana,-3
3456,2017-11-17,2017,Chicago,Charlotte,-6.5
3457,2017-11-26,2017,Chicago,Miami,-7.5
3458,2017-11-28,2017,Chicago,Phoenix,pk
3459,2017-12-01,2017,Chicago,Sacramento,-1
3460,2017-12-04,2017,Chicago,Cleveland,-9
