,Date,Season,Home,Away,Home Win By (Vegas)
0,2020-12-28,2020,Atlanta,Detroit,10.5
1,2021-01-02,2020,Atlanta,Cleveland,5.5
2,2021-01-04,2020,Atlanta,NewYork,7
3,2021-01-06,2020,Atlanta,Charlotte,6
4,2021-01-11,2020,Atlanta,Philadelphia,6
5,2021-01-18,2020,Atlanta,Minnesota,7
6,2021-01-20,2020,Atlanta,Detroit,4.5
7,2021-01-26,2020,Atlanta,LAClippers,6
8,2021-01-27,2020,Atlanta,Brooklyn,-6
9,2021-02-01,2020,Atlanta,LALakers,-7
10,2021-02-03,2020,Atlanta,Dallas,-2
11,2021-02-04,2020,Atlanta,Utah,-10
12,2021-02-06,2020,Atlanta,Toronto,-1
13,2021-02-12,2020,Atlanta,SanAntonio,2.5
14,2021-02-13,2020,Atlanta,Indiana,-1.5
15,2021-02-21,2020,Atlanta,Denver,-2.5
16,2021-02-24,2020,Atlanta,Boston,-1.5
17,2021-03-13,2020,Atlanta,Sacramento,4
18,2021-03-14,2020,Atlanta,Cleveland,5.5
19,2021-03-18,2020,Atlanta,OklahomaCity,8
20,2021-04-04,2020,Atlanta,GoldenState,1.5
21,2021-04-06,2020,Atlanta,NewOrleans,3.5
22,2021-04-07,2020,Atlanta,Memphis,-1
23,2021-04-09,2020,Atlanta,Chicago,2.5
24,2021-04-15,2020,Atlanta,Milwaukee,-4.5
25,2021-04-18,2020,Atlanta,Indiana,2
26,2021-04-20,2020,Atlanta,Orlando,12.5
27,2021-04-23,2020,Atlanta,Miami,-6.5
28,2021-04-25,2020,Atlanta,Milwaukee,-6
29,2021-05-01,2020,Atlanta,Chicago,9
30,2021-05-03,2020,Atlanta,Portland,2.5
31,2021-05-05,2020,Atlanta,Phoenix,-1
32,2021-05-10,2020,Atlanta,Washington,8.5
33,2021-05-12,2020,Atlanta,Washington,7
34,2021-05-13,2020,Atlanta,Orlando,13.5
35,2021-05-16,2020,Atlanta,Houston,7.5
36,2020-12-23,2020,Boston,Milwaukee,-4.5
37,2020-12-25,2020,Boston,Brooklyn,-3
38,2020-12-30,2020,Boston,Memphis,7
39,2021-01-08,2020,Boston,Washington,3.5
40,2021-01-15,2020,Boston,Orlando,4
41,2021-01-17,2020,Boston,NewYork,7
42,2021-01-24,2020,Boston,Cleveland,6
43,2021-01-30,2020,Boston,LALakers,-3.5
44,2021-02-11,2020,Boston,Toronto,2.5
45,2021-02-12,2020,Boston,Detroit,7
46,2021-02-16,2020,Boston,Denver,2
47,2021-02-17,2020,Boston,Atlanta,2
48,2021-02-19,2020,Boston,Atlanta,5
49,2021-02-26,2020,Boston,Indiana,2.5
50,2021-02-28,2020,Boston,Washington,6.5
51,2021-03-02,2020,Boston,LAClippers,-5
52,2021-03-04,2020,Boston,Toronto,8
53,2021-03-16,2020,Boston,Utah,-3.5
54,2021-03-19,2020,Boston,Sacramento,7
55,2021-03-21,2020,Boston,Orlando,9
56,2021-03-29,2020,Boston,NewOrleans,3
57,2021-03-31,2020,Boston,Dallas,1
58,2021-04-02,2020,Boston,Houston,12
59,2021-04-04,2020,Boston,Charlotte,9
60,2021-04-06,2020,Boston,Philadelphia,pk
61,2021-04-07,2020,Boston,NewYork,3
62,2021-04-09,2020,Boston,Minnesota,8.5
63,2021-04-17,2020,Boston,GoldenState,3
64,2021-04-19,2020,Boston,Chicago,4.5
65,2021-04-22,2020,Boston,Phoenix,-1.5
66,2021-04-27,2020,Boston,OklahomaCity,11
67,2021-04-28,2020,Boston,Charlotte,6.5
68,2021-04-30,2020,Boston,SanAntonio,4.5
69,2021-05-02,2020,Boston,Portland,-1
70,2021-05-09,2020,Boston,Miami,1
71,2021-05-11,2020,Boston,Miami,-1.5
72,2021-05-18,2020,Boston,Washington,2
73,2020-12-22,2020,Brooklyn,GoldenState,7.5
74,2020-12-28,2020,Brooklyn,Memphis,-1.5
75,2020-12-30,2020,Brooklyn,Atlanta,5.5
76,2021-01-01,2020,Brooklyn,Atlanta,6
77,2021-01-03,2020,Brooklyn,Washington,7.5
78,2021-01-05,2020,Brooklyn,Utah,-4.5
79,2021-01-07,2020,Brooklyn,Philadelphia,-4
80,2021-01-10,2020,Brooklyn,OklahomaCity,8
81,2021-01-12,2020,Brooklyn,Denver,1.5
82,2021-01-16,2020,Brooklyn,Orlando,9
83,2021-01-18,2020,Brooklyn,Milwaukee,-4
84,2021-01-23,2020,Brooklyn,Miami,7.5
85,2021-01-25,2020,Brooklyn,Miami,7
86,2021-02-02,2020,Brooklyn,LAClippers,-1.5
87,2021-02-05,2020,Brooklyn,Toronto,5
88,2021-02-10,2020,Brooklyn,Indiana,-1.5
89,2021-02-23,2020,Brooklyn,Sacramento,5.5
90,2021-02-25,2020,Brooklyn,Orlando,8.5
91,2021-02-27,2020,Brooklyn,Dallas,-1
92,2021-03-11,2020,Brooklyn,Boston,2.5
93,2021-03-13,2020,Brooklyn,Detroit,11
94,2021-03-15,2020,Brooklyn,NewYork,8.5
95,2021-03-21,2020,Brooklyn,Washington,9
96,2021-03-29,2020,Brooklyn,Minnesota,10.5
97,2021-03-31,2020,Brooklyn,Houston,12.5
98,2021-04-01,2020,Brooklyn,Charlotte,2.5
99,2021-04-05,2020,Brooklyn,NewYork,6
100,2021-04-07,2020,Brooklyn,NewOrleans,8.5
101,2021-04-10,2020,Brooklyn,LALakers,11
102,2021-04-16,2020,Brooklyn,Charlotte,12
103,2021-04-23,2020,Brooklyn,Boston,3.5
104,2021-04-25,2020,Brooklyn,Phoenix,1
105,2021-04-30,2020,Brooklyn,Portland,-3
106,2021-05-12,2020,Brooklyn,SanAntonio,5
107,2021-05-15,2020,Brooklyn,Chicago,11
108,2021-05-16,2020,Brooklyn,Cleveland,13
109,2020-12-26,2020,Charlotte,OklahomaCity,3
110,2020-12-27,2020,Charlotte,Brooklyn,-11.5
111,2021-01-01,2020,Charlotte,Memphis,4
112,2021-01-09,2020,Charlotte,Atlanta,-5
113,2021-01-11,2020,Charlotte,NewYork,5
114,2021-01-13,2020,Charlotte,Dallas,-3
115,2021-01-22,2020,Charlotte,Chicago,3
116,2021-01-27,2020,Charlotte,Indiana,-3
117,2021-01-29,2020,Charlotte,Indiana,-3.5
118,2021-01-30,2020,Charlotte,Milwaukee,-9
119,2021-02-03,2020,Charlotte,Philadelphia,-7
120,2021-02-05,2020,Charlotte,Utah,-8.5
121,2021-02-07,2020,Charlotte,Washington,-1
122,2021-02-08,2020,Charlotte,Houston,-1.5
123,2021-02-12,2020,Charlotte,Minnesota,2.5
124,2021-02-14,2020,Charlotte,SanAntonio,-4
125,2021-02-20,2020,Charlotte,GoldenState,-2
126,2021-03-11,2020,Charlotte,Detroit,4.5
127,2021-03-13,2020,Charlotte,Toronto,2.5
128,2021-03-15,2020,Charlotte,Sacramento,3
129,2021-03-26,2020,Charlotte,Miami,-2
130,2021-03-28,2020,Charlotte,Phoenix,-7
131,2021-04-11,2020,Charlotte,Atlanta,2.5
132,2021-04-13,2020,Charlotte,LALakers,-1.5
133,2021-04-14,2020,Charlotte,Cleveland,3
134,2021-04-18,2020,Charlotte,Portland,-4.5
135,2021-04-23,2020,Charlotte,Cleveland,1
136,2021-04-25,2020,Charlotte,Boston,-8
137,2021-04-27,2020,Charlotte,Milwaukee,-9.5
138,2021-05-01,2020,Charlotte,Detroit,7
139,2021-05-02,2020,Charlotte,Miami,-5.5
140,2021-05-06,2020,Charlotte,Chicago,-4.5
141,2021-05-07,2020,Charlotte,Orlando,7.5
142,2021-05-09,2020,Charlotte,NewOrleans,3
143,2021-05-11,2020,Charlotte,Denver,-6
144,2021-05-13,2020,Charlotte,LAClippers,-8.5
145,2020-12-23,2020,Chicago,Atlanta,-2
146,2020-12-26,2020,Chicago,Indiana,-6
147,2020-12-27,2020,Chicago,GoldenState,-3.5
148,2021-01-03,2020,Chicago,Dallas,-4
149,2021-01-18,2020,Chicago,Houston,-2
150,2021-01-23,2020,Chicago,LALakers,-10
151,2021-01-25,2020,Chicago,Boston,-3.5
152,2021-01-30,2020,Chicago,Portland,1.5
153,2021-02-01,2020,Chicago,NewYork,3.5
154,2021-02-03,2020,Chicago,NewYork,1.5
155,2021-02-08,2020,Chicago,Washington,4.5
156,2021-02-10,2020,Chicago,NewOrleans,-2.5
157,2021-02-12,2020,Chicago,LAClippers,-7.5
158,2021-02-17,2020,Chicago,Detroit,3
159,2021-02-20,2020,Chicago,Sacramento,pk
160,2021-02-24,2020,Chicago,Minnesota,4.5
161,2021-02-26,2020,Chicago,Phoenix,-6.5
162,2021-03-01,2020,Chicago,Denver,-4.5
163,2021-03-11,2020,Chicago,Philadelphia,3.5
164,2021-03-12,2020,Chicago,Miami,-2
165,2021-03-14,2020,Chicago,Toronto,3.5
166,2021-03-16,2020,Chicago,OklahomaCity,7
167,2021-03-17,2020,Chicago,SanAntonio,1.5
168,2021-03-22,2020,Chicago,Utah,-9.5
169,2021-03-24,2020,Chicago,Cleveland,7
170,2021-04-04,2020,Chicago,Brooklyn,-2.5
171,2021-04-14,2020,Chicago,Orlando,9.5
172,2021-04-16,2020,Chicago,Memphis,-3.5
173,2021-04-17,2020,Chicago,Cleveland,3
174,2021-04-22,2020,Chicago,Charlotte,1
175,2021-04-30,2020,Chicago,Milwaukee,-1.5
176,2021-05-03,2020,Chicago,Philadelphia,-7.5
177,2021-05-07,2020,Chicago,Boston,-4
178,2021-05-11,2020,Chicago,Brooklyn,-4.5
179,2021-05-13,2020,Chicago,Toronto,10.5
180,2021-05-16,2020,Chicago,Milwaukee,-7
181,2020-12-23,2020,Cleveland,Charlotte,-3
182,2020-12-27,2020,Cleveland,Philadelphia,-6
183,2020-12-29,2020,Cleveland,NewYork,3.5
184,2021-01-11,2020,Cleveland,Memphis,-2
185,2021-01-12,2020,Cleveland,Utah,-12.5
186,2021-01-15,2020,Cleveland,NewYork,-2
187,2021-01-20,2020,Cleveland,Brooklyn,-10.5
188,2021-01-22,2020,Cleveland,Brooklyn,-6
189,2021-01-25,2020,Cleveland,LALakers,-12
190,2021-01-27,2020,Cleveland,Detroit,2
191,2021-02-01,2020,Cleveland,Minnesota,3.5
192,2021-02-03,2020,Cleveland,LAClippers,-9
193,2021-02-05,2020,Cleveland,Milwaukee,-10.5
194,2021-02-06,2020,Cleveland,Milwaukee,-10
195,2021-02-19,2020,Cleveland,Denver,-9
196,2021-02-21,2020,Cleveland,OklahomaCity,-3
197,2021-02-23,2020,Cleveland,Atlanta,-8
198,2021-02-24,2020,Cleveland,Houston,-5.5
199,2021-03-03,2020,Cleveland,Indiana,-7
200,2021-03-17,2020,Cleveland,Boston,-7.5
201,2021-03-19,2020,Cleveland,SanAntonio,-5
202,2021-03-21,2020,Cleveland,Toronto,-7
203,2021-03-22,2020,Cleveland,Sacramento,-4.5
204,2021-04-01,2020,Cleveland,Philadelphia,-9.5
205,2021-04-10,2020,Cleveland,Toronto,3
206,2021-04-11,2020,Cleveland,NewOrleans,-9
207,2021-04-15,2020,Cleveland,GoldenState,-5.5
208,2021-04-21,2020,Cleveland,Chicago,-2
209,2021-04-28,2020,Cleveland,Orlando,3.5
210,2021-04-30,2020,Cleveland,Washington,-6.5
211,2021-05-01,2020,Cleveland,Miami,-11.5
212,2021-05-04,2020,Cleveland,Phoenix,-12.5
213,2021-05-05,2020,Cleveland,Portland,-12
214,2021-05-09,2020,Cleveland,Dallas,-10.5
215,2021-05-10,2020,Cleveland,Indiana,-9.5
216,2021-05-12,2020,Cleveland,Boston,-6
217,2020-12-30,2020,Dallas,Charlotte,8
218,2021-01-01,2020,Dallas,Miami,-1.5
219,2021-01-09,2020,Dallas,Orlando,6.5
220,2021-01-17,2020,Dallas,Chicago,6.5
221,2021-01-23,2020,Dallas,Houston,7
222,2021-01-25,2020,Dallas,Denver,-2
223,2021-01-30,2020,Dallas,Phoenix,1
224,2021-02-01,2020,Dallas,Phoenix,2
225,2021-02-04,2020,Dallas,GoldenState,4
226,2021-02-06,2020,Dallas,GoldenState,4.5
227,2021-02-08,2020,Dallas,Minnesota,10
228,2021-02-10,2020,Dallas,Atlanta,3.5
229,2021-02-12,2020,Dallas,NewOrleans,3
230,2021-02-14,2020,Dallas,Portland,5.5
231,2021-02-22,2020,Dallas,Memphis,4
232,2021-02-23,2020,Dallas,Boston,-2.5
233,2021-03-03,2020,Dallas,OklahomaCity,5
234,2021-03-10,2020,Dallas,SanAntonio,4.5
235,2021-03-15,2020,Dallas,LAClippers,-1.5
236,2021-03-17,2020,Dallas,LAClippers,-2.5
237,2021-03-26,2020,Dallas,Indiana,-1.5
238,2021-04-05,2020,Dallas,Utah,-5.5
239,2021-04-08,2020,Dallas,Milwaukee,2.5
240,2021-04-11,2020,Dallas,SanAntonio,6.5
241,2021-04-12,2020,Dallas,Philadelphia,-3.5
242,2021-04-16,2020,Dallas,NewYork,6.5
243,2021-04-18,2020,Dallas,Sacramento,8.5
244,2021-04-21,2020,Dallas,Detroit,10.5
245,2021-04-22,2020,Dallas,LALakers,3.5
246,2021-04-24,2020,Dallas,LALakers,1.5
247,2021-05-01,2020,Dallas,Washington,4.5
248,2021-05-02,2020,Dallas,Sacramento,6.5
249,2021-05-06,2020,Dallas,Brooklyn,-3
250,2021-05-07,2020,Dallas,Cleveland,10.5
251,2021-05-12,2020,Dallas,NewOrleans,9.5
252,2021-05-14,2020,Dallas,Toronto,14.5
253,2020-12-23,2020,Denver,Sacramento,7.5
254,2020-12-25,2020,Denver,LAClippers,-3.5
255,2020-12-28,2020,Denver,Houston,6.5
256,2021-01-01,2020,Denver,Phoenix,3.5
257,2021-01-05,2020,Denver,Minnesota,10.5
258,2021-01-07,2020,Denver,Dallas,2.5
259,2021-01-14,2020,Denver,GoldenState,4.5
260,2021-01-17,2020,Denver,Utah,-1.5
261,2021-01-19,2020,Denver,OklahomaCity,10.5
262,2021-01-31,2020,Denver,Utah,-3
263,2021-02-08,2020,Denver,Milwaukee,-2
264,2021-02-10,2020,Denver,Cleveland,9.5
265,2021-02-12,2020,Denver,OklahomaCity,11.5
266,2021-02-14,2020,Denver,LALakers,-3
267,2021-02-23,2020,Denver,Portland,6
268,2021-02-25,2020,Denver,Washington,8
269,2021-03-13,2020,Denver,Dallas,1
270,2021-03-15,2020,Denver,Indiana,4
271,2021-03-17,2020,Denver,Charlotte,6.5
272,2021-03-19,2020,Denver,Chicago,7
273,2021-03-21,2020,Denver,NewOrleans,6.5
274,2021-03-28,2020,Denver,Atlanta,5
275,2021-03-30,2020,Denver,Philadelphia,5
276,2021-04-04,2020,Denver,Orlando,17.5
277,2021-04-06,2020,Denver,Detroit,11.5
278,2021-04-07,2020,Denver,SanAntonio,5
279,2021-04-09,2020,Denver,SanAntonio,6.5
280,2021-04-11,2020,Denver,Boston,3.5
281,2021-04-14,2020,Denver,Miami,5
282,2021-04-19,2020,Denver,Memphis,7.5
283,2021-04-24,2020,Denver,Houston,14
284,2021-04-26,2020,Denver,Memphis,4
285,2021-04-28,2020,Denver,NewOrleans,4
286,2021-04-29,2020,Denver,Toronto,5
287,2021-05-05,2020,Denver,NewYork,3.5
288,2021-05-08,2020,Denver,Brooklyn,-4
289,2020-12-26,2020,Detroit,Cleveland,pk
290,2020-12-29,2020,Detroit,GoldenState,-4.5
291,2021-01-01,2020,Detroit,Boston,-8.5
292,2021-01-03,2020,Detroit,Boston,-8
293,2021-01-08,2020,Detroit,Phoenix,-8
294,2021-01-10,2020,Detroit,Utah,-8.5
295,2021-01-13,2020,Detroit,Milwaukee,-10.5
296,2021-01-22,2020,Detroit,Houston,3
297,2021-01-23,2020,Detroit,Philadelphia,-9
298,2021-01-25,2020,Detroit,Philadelphia,-5
299,2021-01-28,2020,Detroit,LALakers,-7
300,2021-02-09,2020,Detroit,Brooklyn,-5.5
301,2021-02-11,2020,Detroit,Indiana,-4
302,2021-02-14,2020,Detroit,NewOrleans,-5.5
303,2021-02-26,2020,Detroit,Sacramento,-1.5
304,2021-02-28,2020,Detroit,NewYork,-1.5
305,2021-03-15,2020,Detroit,SanAntonio,-1.5
306,2021-03-17,2020,Detroit,Toronto,-6.5
307,2021-03-21,2020,Detroit,Chicago,-3.5
308,2021-03-26,2020,Detroit,Brooklyn,-6.5
309,2021-03-29,2020,Detroit,Toronto,-5.5
310,2021-03-31,2020,Detroit,Portland,-7.5
311,2021-04-01,2020,Detroit,Washington,1
312,2021-04-03,2020,Detroit,NewYork,-2.5
313,2021-04-14,2020,Detroit,LAClippers,-1.5
314,2021-04-16,2020,Detroit,OklahomaCity,2.5
315,2021-04-19,2020,Detroit,Cleveland,-3.5
316,2021-04-26,2020,Detroit,Atlanta,-4
317,2021-04-29,2020,Detroit,Dallas,-7.5
318,2021-05-03,2020,Detroit,Orlando,2
319,2021-05-04,2020,Detroit,Charlotte,-4
320,2021-05-06,2020,Detroit,Memphis,-9
321,2021-05-09,2020,Detroit,Chicago,-9.5
322,2021-05-11,2020,Detroit,Minnesota,-7.5
323,2021-05-14,2020,Detroit,Denver,-8.5
324,2021-05-16,2020,Detroit,Miami,-3
325,2021-01-01,2020,GoldenState,Portland,-3.5
326,2021-01-03,2020,GoldenState,Portland,-4.5
327,2021-01-04,2020,GoldenState,Sacramento,-1.5
328,2021-01-06,2020,GoldenState,LAClippers,-5
329,2021-01-08,2020,GoldenState,LAClippers,-6.5
330,2021-01-10,2020,GoldenState,Toronto,-3
331,2021-01-12,2020,GoldenState,Indiana,3.5
332,2021-01-20,2020,GoldenState,SanAntonio,1
333,2021-01-21,2020,GoldenState,NewYork,5
334,2021-01-25,2020,GoldenState,Minnesota,9
335,2021-01-27,2020,GoldenState,Minnesota,9
336,2021-01-30,2020,GoldenState,Detroit,5.5
337,2021-02-02,2020,GoldenState,Boston,-3
338,2021-02-11,2020,GoldenState,Orlando,9
339,2021-02-13,2020,GoldenState,Brooklyn,-3.5
340,2021-02-15,2020,GoldenState,Cleveland,11
341,2021-02-17,2020,GoldenState,Miami,1.5
342,2021-02-26,2020,GoldenState,Charlotte,6.5
343,2021-03-14,2020,GoldenState,Utah,-7.5
344,2021-03-15,2020,GoldenState,LALakers,-1.5
345,2021-03-23,2020,GoldenState,Philadelphia,-4
346,2021-03-26,2020,GoldenState,Atlanta,-7
347,2021-03-29,2020,GoldenState,Chicago,2
348,2021-04-06,2020,GoldenState,Milwaukee,-3
349,2021-04-09,2020,GoldenState,Washington,4.5
350,2021-04-10,2020,GoldenState,Houston,7
351,2021-04-12,2020,GoldenState,Denver,-5
352,2021-04-23,2020,GoldenState,Denver,-2.5
353,2021-04-25,2020,GoldenState,Sacramento,7.5
354,2021-04-27,2020,GoldenState,Dallas,4
355,2021-05-06,2020,GoldenState,OklahomaCity,13.5
356,2021-05-08,2020,GoldenState,OklahomaCity,13
357,2021-05-10,2020,GoldenState,Utah,-2
358,2021-05-11,2020,GoldenState,Phoenix,-4.5
359,2021-05-14,2020,GoldenState,NewOrleans,1
360,2021-05-16,2020,GoldenState,Memphis,3.5
361,2021-05-21,2020,GoldenState,Memphis,4.5
362,2020-12-31,2020,Houston,Sacramento,5.5
363,2021-01-02,2020,Houston,Sacramento,-2
364,2021-01-04,2020,Houston,Dallas,4
365,2021-01-08,2020,Houston,Orlando,7
366,2021-01-10,2020,Houston,LALakers,-4
367,2021-01-12,2020,Houston,LALakers,-5
368,2021-01-20,2020,Houston,Phoenix,-5.5
369,2021-01-26,2020,Houston,Washington,3.5
370,2021-01-28,2020,Houston,Portland,4.5
371,2021-02-06,2020,Houston,SanAntonio,1
372,2021-02-11,2020,Houston,Miami,-1.5
373,2021-02-22,2020,Houston,Chicago,-1
374,2021-02-28,2020,Houston,Memphis,-4
375,2021-03-01,2020,Houston,Cleveland,3
376,2021-03-03,2020,Houston,Brooklyn,-10.5
377,2021-03-14,2020,Houston,Boston,-11
378,2021-03-16,2020,Houston,Atlanta,-8.5
379,2021-03-17,2020,Houston,GoldenState,-11
380,2021-03-19,2020,Houston,Detroit,2
381,2021-03-21,2020,Houston,OklahomaCity,5
382,2021-03-22,2020,Houston,Toronto,-8.5
383,2021-03-24,2020,Houston,Charlotte,-3.5
384,2021-03-29,2020,Houston,Memphis,-8
385,2021-04-04,2020,Houston,NewOrleans,-2.5
386,2021-04-05,2020,Houston,Phoenix,-14
387,2021-04-07,2020,Houston,Dallas,-10
388,2021-04-14,2020,Houston,Indiana,-3.5
389,2021-04-16,2020,Houston,Denver,-9.5
390,2021-04-21,2020,Houston,Utah,-11.5
391,2021-04-23,2020,Houston,LAClippers,-9
392,2021-04-27,2020,Houston,Minnesota,-2
393,2021-04-29,2020,Houston,Milwaukee,-14
394,2021-05-01,2020,Houston,GoldenState,-8.5
395,2021-05-02,2020,Houston,NewYork,-10
396,2021-05-05,2020,Houston,Philadelphia,-14.5
397,2021-05-14,2020,Houston,LAClippers,-7
398,2020-12-23,2020,Indiana,NewYork,7.5
399,2020-12-27,2020,Indiana,Boston,-3
400,2020-12-29,2020,Indiana,Boston,1
401,2020-12-31,2020,Indiana,Cleveland,8
402,2021-01-02,2020,Indiana,NewYork,9.5
403,2021-01-06,2020,Indiana,Houston,3
404,2021-01-09,2020,Indiana,Phoenix,3
405,2021-01-20,2020,Indiana,Dallas,-2.5
406,2021-01-22,2020,Indiana,Orlando,5
407,2021-01-24,2020,Indiana,Toronto,4.5
408,2021-01-25,2020,Indiana,Toronto,2.5
409,2021-01-31,2020,Indiana,Philadelphia,3
410,2021-02-02,2020,Indiana,Memphis,4.5
411,2021-02-05,2020,Indiana,NewOrleans,pk
412,2021-02-07,2020,Indiana,Utah,-5
413,2021-02-15,2020,Indiana,Chicago,4.5
414,2021-02-24,2020,Indiana,GoldenState,2
415,2021-03-04,2020,Indiana,Denver,-3.5
416,2021-03-17,2020,Indiana,Brooklyn,2
417,2021-03-24,2020,Indiana,Detroit,7.5
418,2021-03-31,2020,Indiana,Miami,-1.5
419,2021-04-02,2020,Indiana,Charlotte,5
420,2021-04-06,2020,Indiana,Chicago,-2
421,2021-04-07,2020,Indiana,Minnesota,-1.5
422,2021-04-13,2020,Indiana,LAClippers,-3
423,2021-04-19,2020,Indiana,SanAntonio,-3.5
424,2021-04-21,2020,Indiana,OklahomaCity,9
425,2021-04-24,2020,Indiana,Detroit,4
426,2021-04-27,2020,Indiana,Portland,-6
427,2021-04-29,2020,Indiana,Brooklyn,-5
428,2021-05-05,2020,Indiana,Sacramento,6
429,2021-05-06,2020,Indiana,Atlanta,-6
430,2021-05-08,2020,Indiana,Washington,-4
431,2021-05-11,2020,Indiana,Philadelphia,-5.5
432,2021-05-13,2020,Indiana,Milwaukee,-9.5
433,2021-05-15,2020,Indiana,LALakers,-8.5
434,2021-05-18,2020,Indiana,Charlotte,1.5
435,2020-12-27,2020,LAClippers,Dallas,3
436,2020-12-29,2020,LAClippers,Minnesota,10.5
437,2020-12-30,2020,LAClippers,Portland,6
438,2021-01-05,2020,LAClippers,SanAntonio,7
439,2021-01-10,2020,LAClippers,Chicago,12
440,2021-01-13,2020,LAClippers,NewOrleans,11
441,2021-01-17,2020,LAClippers,Indiana,8
442,2021-01-20,2020,LAClippers,Sacramento,11
443,2021-01-22,2020,LAClippers,OklahomaCity,13.5
444,2021-01-24,2020,LAClippers,OklahomaCity,13
445,2021-02-05,2020,LAClippers,Boston,6
446,2021-02-07,2020,LAClippers,Sacramento,8.5
447,2021-02-14,2020,LAClippers,Cleveland,8.5
448,2021-02-15,2020,LAClippers,Miami,-6.5
449,2021-02-17,2020,LAClippers,Utah,-7
450,2021-02-19,2020,LAClippers,Utah,1
451,2021-02-21,2020,LAClippers,Brooklyn,6.5
452,2021-02-23,2020,LAClippers,Washington,11.5
453,2021-03-11,2020,LAClippers,GoldenState,7
454,2021-03-20,2020,LAClippers,Charlotte,9.5
455,2021-03-22,2020,LAClippers,Atlanta,6.5
456,2021-03-27,2020,LAClippers,Philadelphia,5.5
457,2021-03-29,2020,LAClippers,Milwaukee,-2.5
458,2021-03-30,2020,LAClippers,Orlando,11
459,2021-04-01,2020,LAClippers,Denver,2
460,2021-04-04,2020,LAClippers,LALakers,11
461,2021-04-06,2020,LAClippers,Portland,6.5
462,2021-04-08,2020,LAClippers,Phoenix,6
463,2021-04-09,2020,LAClippers,Houston,11
464,2021-04-11,2020,LAClippers,Detroit,13
465,2021-04-18,2020,LAClippers,Minnesota,11.5
466,2021-04-21,2020,LAClippers,Memphis,-4.5
467,2021-05-01,2020,LAClippers,Denver,6
468,2021-05-04,2020,LAClippers,Toronto,11.5
469,2021-05-06,2020,LAClippers,LALakers,8.5
470,2021-05-09,2020,LAClippers,NewYork,7.5
471,2020-12-22,2020,LALakers,LAClippers,2
472,2020-12-25,2020,LALakers,Dallas,6
473,2020-12-28,2020,LALakers,Minnesota,10.5
474,2020-12-28,2020,LALakers,Portland,6
475,2021-01-07,2020,LALakers,SanAntonio,8.5
476,2021-01-08,2020,LALakers,Chicago,8.5
477,2021-01-15,2020,LALakers,NewOrleans,8.5
478,2021-01-18,2020,LALakers,GoldenState,9
479,2021-02-04,2020,LALakers,Denver,4.5
480,2021-02-06,2020,LALakers,Detroit,14.5
481,2021-02-08,2020,LALakers,OklahomaCity,10
482,2021-02-10,2020,LALakers,OklahomaCity,11.5
483,2021-02-12,2020,LALakers,Memphis,8.5
484,2021-02-18,2020,LALakers,Brooklyn,3
485,2021-02-20,2020,LALakers,Miami,3.5
486,2021-02-22,2020,LALakers,Washington,7
487,2021-02-26,2020,LALakers,Portland,4.5
488,2021-02-28,2020,LALakers,GoldenState,2.5
489,2021-03-02,2020,LALakers,Phoenix,-1.5
490,2021-03-12,2020,LALakers,Indiana,5
491,2021-03-16,2020,LALakers,Minnesota,7.5
492,2021-03-18,2020,LALakers,Charlotte,7
493,2021-03-20,2020,LALakers,Atlanta,3
494,2021-03-25,2020,LALakers,Philadelphia,-6
495,2021-03-26,2020,LALakers,Cleveland,4
496,2021-03-28,2020,LALakers,Orlando,7
497,2021-03-31,2020,LALakers,Milwaukee,-8.5
498,2021-04-15,2020,LALakers,Boston,-7.5
499,2021-04-17,2020,LALakers,Utah,1.5
500,2021-04-19,2020,LALakers,Utah,-7
501,2021-04-30,2020,LALakers,Sacramento,11.5
502,2021-05-02,2020,LALakers,Toronto,10
503,2021-05-03,2020,LALakers,Denver,-4
504,2021-05-09,2020,LALakers,Phoenix,-6.5
505,2021-05-11,2020,LALakers,NewYork,2.5
506,2021-05-12,2020,LALakers,Houston,9
507,2021-05-19,2020,LALakers,GoldenState,5.5
508,2020-12-23,2020,Memphis,SanAntonio,2
509,2020-12-26,2020,Memphis,Atlanta,2.5
510,2021-01-03,2020,Memphis,LALakers,-10
511,2021-01-05,2020,Memphis,LALakers,-9.5
512,2021-01-07,2020,Memphis,Cleveland,6
513,2021-01-08,2020,Memphis,Brooklyn,pk
514,2021-01-16,2020,Memphis,Philadelphia,2
515,2021-01-18,2020,Memphis,Phoenix,-5.5
516,2021-02-04,2020,Memphis,Houston,3.5
517,2021-02-08,2020,Memphis,Toronto,-2.5
518,2021-02-10,2020,Memphis,Charlotte,2.5
519,2021-02-16,2020,Memphis,NewOrleans,-1.5
520,2021-02-17,2020,Memphis,OklahomaCity,7
521,2021-02-19,2020,Memphis,Detroit,4.5
522,2021-02-20,2020,Memphis,Phoenix,-6.5
523,2021-02-25,2020,Memphis,LAClippers,-8
524,2021-02-26,2020,Memphis,LAClippers,-7.5
525,2021-03-04,2020,Memphis,Milwaukee,-6
526,2021-03-10,2020,Memphis,Washington,3
527,2021-03-12,2020,Memphis,Denver,-2.5
528,2021-03-17,2020,Memphis,Miami,-1
529,2021-03-19,2020,Memphis,GoldenState,6.5
530,2021-03-20,2020,Memphis,GoldenState,6.5
531,2021-03-22,2020,Memphis,Boston,4.5
532,2021-03-31,2020,Memphis,Utah,-6
